"";"X";"CODE";"codeplas";"plasnaam";"SBZ";"meetnet";"HabtypeSel";"HabtypeVel";"INSIDE_X";"INSIDE_Y";"LabSampleID";"FieldSampleID";"FieldObserver";"FieldSampleRemark";"FieldSamplingDate";"Component";"LIMSAnalysisName";"Unit";"AquaComponent";"AquaUnit";"ResultNumeric";"ResultFormatted";"ResultFormattedNumeric";"IsBelowLOQ";"IsAboveLOQ";"IsCalc";"ResultCalc";"label"
"21";7173;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";0,1844;"0.1844";0,1844;FALSE;FALSE;FALSE;0,1844;"TP (mg/L)"
"22";7174;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";17,982;"18.0";18;FALSE;FALSE;FALSE;18;"chl_a (µg/l)"
"23";7175;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";3,6186;"<5";5;TRUE;FALSE;FALSE;2,5;"faeo (µg/l)"
"24";7176;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";0,0058;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_105 (g/L)"
"25";7177;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";0,0058;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_550 (g/L)"
"26";7178;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"T.KATION";"QC_IONENBALANS";"meq/L";"T_kation";"meq/L";8,8269538425;"8.8270";8,827;FALSE;FALSE;FALSE;8,827;"T_kation (meq/L)"
"27";7179;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"T.ANION";"QC_IONENBALANS";"meq/L";"T_anion";"meq/L";8,4371361967;"8.4371";8,4371;FALSE;FALSE;FALSE;8,4371;"T_anion (meq/L)"
"28";7180;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.IC.ABS";"QC_IONENBALANS";"meq/L";"verschil_IC_abs";"meq/L";0,3898538425;"0.390";0,39;FALSE;FALSE;FALSE;0,39;"verschil_IC_abs (meq/L)"
"29";7181;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.IC.PROC";"QC_IONENBALANS";"%";"verschil_IC_proc";"%";2,2581777645;"2.3";2,3;FALSE;FALSE;FALSE;2,3;"verschil_IC_proc (%)"
"30";7182;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"EC.MEAS";"QC_GELEIDBAARHEID";"µS/cm";"EGV_labo";"µS/cm";912,8;"912.80";912,8;FALSE;FALSE;FALSE;912,8;"EGV_labo (µS/cm)"
"31";7183;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";832,26950998;"832.27";832,27;FALSE;FALSE;FALSE;832,27;"EGV_calc (µS/cm)"
"32";7184;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";80,53;"80.53";80,53;FALSE;FALSE;FALSE;80,53;"verschil_EGV_abs (µS/cm)"
"33";7185;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";8,8223049956;"8.82";8,82;FALSE;FALSE;FALSE;8,82;"verschil_EGV_proc (%)"
"34";7186;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";8,82;"8.82";8,82;FALSE;FALSE;FALSE;8,82;"pH_labo (-)"
"35";7187;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";907,1;"907.10";907,1;FALSE;FALSE;FALSE;907,1;"EGV_tit (µS/cm)"
"36";7188;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"HCO3";"ALK_OEP_W";"mg/L";"HCO3_OEP";"mg/L";205,10233333;"205.10";205,1;FALSE;FALSE;FALSE;205,1;"HCO3_OEP (mg/L)"
"37";7189;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"CO3";"ALK_OEP_W";"mg/L";"CO3";"mg/L";9,3;"9.30";9,3;FALSE;FALSE;FALSE;9,3;"CO3 (mg/L)"
"38";7190;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"OH";"ALK_OEP_W";"mg/L";"OH";"mg/L";0;"<0.36";0,36;TRUE;FALSE;FALSE;0,18;"OH (mg/L)"
"39";7191;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";145,806;"145.81";145,81;FALSE;FALSE;FALSE;145,81;"Cl (mg/L)"
"40";7192;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";0;"<0.02";0,02;TRUE;FALSE;FALSE;0,01;"NO2 (mg/L)"
"41";7193;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";0,0251;"<0.1";0,1;TRUE;FALSE;FALSE;0,05;"NO3 (mg/L)"
"42";7194;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";46,2072;"46.21";46,21;FALSE;FALSE;FALSE;46,21;"SO4 (mg/L)"
"43";7195;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";0,2169;"0.22";0,22;FALSE;FALSE;FALSE;0,22;"PO4 (mg/L)"
"44";7196;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";94,7067;"94.71";94,71;FALSE;FALSE;FALSE;94,71;"Na (mg/L)"
"45";7197;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";0,0398;"<0.1";0,1;TRUE;FALSE;FALSE;0,05;"NH4 (mg/L)"
"46";7198;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";17,5965;"17.60";17,6;FALSE;FALSE;FALSE;17,6;"K (mg/L)"
"47";7199;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";20,8645;"20.86";20,86;FALSE;FALSE;FALSE;20,86;"Mg (mg/L)"
"48";7200;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";48,1828;"48.18";48,18;FALSE;FALSE;FALSE;48,18;"Ca (mg/L)"
"49";7201;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Al";"ICP_MET_OPT8300_W";"mg/L";"Al";"mg/L";0,0092;"<0.05";0,05;TRUE;FALSE;FALSE;0,025;"Al (mg/L)"
"50";7202;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Fe";"ICP_MET_OPT8300_W";"mg/L";"Fe";"mg/L";0,0108;"<0.030";0,03;TRUE;FALSE;FALSE;0,015;"Fe (mg/L)"
"51";7203;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Mn";"ICP_MET_OPT8300_W";"mg/L";"Mn";"mg/L";0,0189;"0.02";0,02;FALSE;FALSE;FALSE;0,02;"Mn (mg/L)"
"52";7204;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"S";"ICP_MET_OPT8300_W";"mg/L";"S";"mg/L";15,765;"15.77";15,77;FALSE;FALSE;FALSE;15,77;"S (mg/L)"
"53";7205;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Si";"ICP_MET_OPT8300_W";"mg/L";"Si";"mg/L";0,4128;"0.41";0,41;FALSE;FALSE;FALSE;0,41;"Si (mg/L)"
"54";7206;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";0,1894;"0.1894";0,1894;FALSE;FALSE;FALSE;0,1894;"TP (mg/L)"
"55";7207;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";19,314;"19.3";19,3;FALSE;FALSE;FALSE;19,3;"chl_a (µg/l)"
"56";7208;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";4,6694;"<5";5;TRUE;FALSE;FALSE;2,5;"faeo (µg/l)"
"57";7209;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";0,0072;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_105 (g/L)"
"58";7210;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";0,0072;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_550 (g/L)"
"59";7211;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"T.KATION";"QC_IONENBALANS";"meq/L";"T_kation";"meq/L";8,6956446736;"8.6956";8,6956;FALSE;FALSE;FALSE;8,6956;"T_kation (meq/L)"
"60";7212;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"T.ANION";"QC_IONENBALANS";"meq/L";"T_anion";"meq/L";8,4424304433;"8.4424";8,4424;FALSE;FALSE;FALSE;8,4424;"T_anion (meq/L)"
"61";7213;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.IC.ABS";"QC_IONENBALANS";"meq/L";"verschil_IC_abs";"meq/L";0,2532446736;"0.253";0,253;FALSE;FALSE;FALSE;0,253;"verschil_IC_abs (meq/L)"
"62";7214;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.IC.PROC";"QC_IONENBALANS";"%";"verschil_IC_proc";"%";1,4776727951;"1.5";1,5;FALSE;FALSE;FALSE;1,5;"verschil_IC_proc (%)"
"63";7215;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"EC.MEAS";"QC_GELEIDBAARHEID";"µS/cm";"EGV_labo";"µS/cm";907,1;"907.10";907,1;FALSE;FALSE;FALSE;907,1;"EGV_labo (µS/cm)"
"64";7216;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";827,91052242;"827.91";827,91;FALSE;FALSE;FALSE;827,91;"EGV_calc (µS/cm)"
"65";7217;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";79,19;"79.19";79,19;FALSE;FALSE;FALSE;79,19;"verschil_EGV_abs (µS/cm)"
"66";7218;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";8,730018741;"8.73";8,73;FALSE;FALSE;FALSE;8,73;"verschil_EGV_proc (%)"
"67";7219;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";23,5;"23.5";23,5;FALSE;FALSE;FALSE;23,5;"T_veld (°C)"
"68";7220;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";9,103;"9.103";9,103;FALSE;FALSE;FALSE;9,103;"pH_veld (-)"
"69";7221;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";895;"895";895;FALSE;FALSE;FALSE;895;"EGV25_veld (µS/cm)"
"70";7222;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";10,07;"10.07";10,07;FALSE;FALSE;FALSE;10,07;"O2_veld (mg/L)"
"71";7223;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";0,4;"0.4";0,4;FALSE;FALSE;FALSE;0,4;"sal_veld (g/kg)"
"72";7224;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";117,9;"117.9";117,9;FALSE;FALSE;FALSE;117,9;"O2verz (%)"
"73";7225;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"SD.VELD";"VELDMETING_W";"M";"SD_veld";"m";1,72;"1.72";1,72;FALSE;FALSE;FALSE;1,72;"SD_veld (m)"
"74";7226;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001210";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-06-26;"WD.VELD";"VELDMETING_W";"M";"WD_veld";"m";9,5;"9.50";9,5;FALSE;FALSE;FALSE;9,5;"WD_veld (m)"
"75";7227;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";23,2;"23.2";23,2;FALSE;FALSE;FALSE;23,2;"T_veld (°C)"
"76";7228;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";9,139;"9.139";9,139;FALSE;FALSE;FALSE;9,139;"pH_veld (-)"
"77";7229;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";903;"903";903;FALSE;FALSE;FALSE;903;"EGV25_veld (µS/cm)"
"78";7230;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";10,55;"10.55";10,55;FALSE;FALSE;FALSE;10,55;"O2_veld (mg/L)"
"79";7231;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001211";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-06-26;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";0,4;"0.4";0,4;FALSE;FALSE;FALSE;0,4;"sal_veld (g/kg)"
